Sample ID	Manual annotation	Sample info #manual annotation	UBER_ID	MONDO_ID
SRR1609659	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609660	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609661	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609662	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609663	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609664	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609665	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609666	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609667	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609668	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609669	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609979	lymph node	follicular lymphoma	UBERON:0000029	MONDO:0018906
SRR1609980	lymph node	follicular lymphoma	UBERON:0000029	MONDO:0018906
SRR1609983	lymph node	follicular lymphoma	UBERON:0000029	MONDO:0018906
SRR1609984	lymph node	follicular lymphoma	UBERON:0000029	MONDO:0018906
SRR1609986	lymph node	follicular lymphoma	UBERON:0000029	MONDO:0018906
SRR1609987	lymph node	follicular lymphoma	UBERON:0000029	MONDO:0018906
SRR1609988	lymph node	follicular lymphoma	UBERON:0000029	MONDO:0018906
SRR1617410	external soft tissue zone	leiomyosarcoma	UBERON:0034929	MONDO:0005058
SRR1617411	external soft tissue zone	leiomyosarcoma	UBERON:0034929	MONDO:0005058
SRR1617412	external soft tissue zone	leiomyosarcoma	UBERON:0034929	MONDO:0005058
SRR1617413	external soft tissue zone	leiomyosarcoma	UBERON:0034929	MONDO:0005058
SRR1617414	external soft tissue zone	leiomyosarcoma	UBERON:0034929	MONDO:0005058
SRR1617415	external soft tissue zone	leiomyosarcoma	UBERON:0034929	MONDO:0005058
SRR1617416	external soft tissue zone	leiomyosarcoma	UBERON:0034929	MONDO:0005058
SRR1617417	external soft tissue zone	leiomyosarcoma	UBERON:0034929	MONDO:0005058
SRR1617418	external soft tissue zone	leiomyosarcoma	UBERON:0034929	MONDO:0005058
SRR1617419	external soft tissue zone	leiomyosarcoma	UBERON:0034929	MONDO:0005058
SRR1617420	external soft tissue zone	leiomyosarcoma	UBERON:0034929	MONDO:0005058
SRR1617421	external soft tissue zone	leiomyosarcoma	UBERON:0034929	MONDO:0005058
SRR1617422	external soft tissue zone	leiomyosarcoma	UBERON:0034929	MONDO:0005058
SRR1617423	external soft tissue zone	leiomyosarcoma	UBERON:0034929	MONDO:0005058
SRR1617424	external soft tissue zone	leiomyosarcoma	UBERON:0034929	MONDO:0005058
SRR1617425	external soft tissue zone	leiomyosarcoma	UBERON:0034929	MONDO:0005058
SRR1617426	external soft tissue zone	leiomyosarcoma	UBERON:0034929	MONDO:0005058
SRR1617427	external soft tissue zone	leiomyosarcoma	UBERON:0034929	MONDO:0005058
SRR1617428	external soft tissue zone	leiomyosarcoma	UBERON:0034929	MONDO:0005058
SRR1617429	external soft tissue zone	leiomyosarcoma	UBERON:0034929	MONDO:0005058
SRR1617430	external soft tissue zone	leiomyosarcoma	UBERON:0034929	MONDO:0005058
SRR1617431	external soft tissue zone	leiomyosarcoma	UBERON:0034929	MONDO:0005058
SRR1617432	external soft tissue zone	leiomyosarcoma	UBERON:0034929	MONDO:0005058
SRR1617433	external soft tissue zone	leiomyosarcoma	UBERON:0034929	MONDO:0005058
SRR1617434	external soft tissue zone	leiomyosarcoma	UBERON:0034929	MONDO:0005058
SRR1617435	external soft tissue zone	leiomyosarcoma	UBERON:0034929	MONDO:0005058
SRR1617436	external soft tissue zone	leiomyosarcoma	UBERON:0034929	MONDO:0005058
SRR1617437	external soft tissue zone	leiomyosarcoma	UBERON:0034929	MONDO:0005058
SRR1617438	external soft tissue zone	leiomyosarcoma	UBERON:0034929	MONDO:0005058
SRR1617439	external soft tissue zone	leiomyosarcoma	UBERON:0034929	MONDO:0005058
SRR1617440	external soft tissue zone	leiomyosarcoma	UBERON:0034929	MONDO:0005058
SRR1617441	external soft tissue zone	leiomyosarcoma	UBERON:0034929	MONDO:0005058
SRR1617442	external soft tissue zone	leiomyosarcoma	UBERON:0034929	MONDO:0005058
SRR1617443	external soft tissue zone	leiomyosarcoma	UBERON:0034929	MONDO:0005058
SRR1617444	external soft tissue zone	leiomyosarcoma	UBERON:0034929	MONDO:0005058
SRR1617445	external soft tissue zone	leiomyosarcoma	UBERON:0034929	MONDO:0005058
SRR1617446	external soft tissue zone	leiomyosarcoma	UBERON:0034929	MONDO:0005058
SRR1617447	external soft tissue zone	leiomyosarcoma	UBERON:0034929	MONDO:0005058
SRR1617448	external soft tissue zone	leiomyosarcoma	UBERON:0034929	MONDO:0005058
SRR1617449	external soft tissue zone	leiomyosarcoma	UBERON:0034929	MONDO:0005058
SRR1617450	lung		UBERON:0002048	na
SRR1617451	lung		UBERON:0002048	na
SRR1617452	skeletal muscle tissue		UBERON:0001134	na
SRR1617453	skeletal muscle tissue		UBERON:0001134	na
SRR1617454	skeletal muscle tissue		UBERON:0001134	na
SRR1617455	skeletal muscle tissue		UBERON:0001134	na
SRR1617456	skeletal muscle tissue		UBERON:0001134	na
SRR1617457	skeletal muscle tissue		UBERON:0001134	na
SRR1617458	skeletal muscle tissue		UBERON:0001134	na
SRR1617459	skeletal muscle tissue		UBERON:0001134	na
SRR1617460	skeletal muscle tissue		UBERON:0001134	na
SRR1617461	skeletal muscle tissue		UBERON:0001134	na
SRR1617462	skeletal muscle tissue		UBERON:0001134	na
SRR1617463	skeletal muscle tissue		UBERON:0001134	na
SRR1633194	brain	glioblastoma multiforme	UBERON:0000955	MONDO:0018177
SRR1633195	brain	glioblastoma multiforme	UBERON:0000955	MONDO:0018177
SRR1633196	brain	epilepsy	UBERON:0000955	MONDO:0005027
SRR1633197	brain	epilepsy	UBERON:0000955	MONDO:0005027
SRR1654790	nasopharynx	nasopharynx carcinoma	UBERON:0001728	MONDO:0015459
SRR1654791	nasopharynx	nasopharynx carcinoma	UBERON:0001728	MONDO:0015459
SRR1654792	nasopharynx	nasopharynx carcinoma	UBERON:0001728	MONDO:0015459
SRR1654793	nasopharynx	nasopharynx carcinoma	UBERON:0001728	MONDO:0015459
SRR1656634	liver	adjacent normal tissue of intrahepatic cholangiocarcinoma	UBERON:0002107	na
SRR1656635	liver	adjacent normal tissue of intrahepatic cholangiocarcinoma	UBERON:0002107	na
SRR1656636	liver	adjacent normal tissue of intrahepatic cholangiocarcinoma	UBERON:0002107	na
SRR1656637	liver	adjacent normal tissue of intrahepatic cholangiocarcinoma	UBERON:0002107	na
SRR1656638	liver	adjacent normal tissue of intrahepatic cholangiocarcinoma	UBERON:0002107	na
SRR1656639	liver	adjacent normal tissue of intrahepatic cholangiocarcinoma	UBERON:0002107	na
SRR1656640	liver	adjacent normal tissue of intrahepatic cholangiocarcinoma	UBERON:0002107	na
SRR1656641	liver	intrahepatic cholangiocarcinoma	UBERON:0002107	MONDO:0003210
SRR1656642	liver	intrahepatic cholangiocarcinoma	UBERON:0002107	MONDO:0003210
SRR1656643	liver	intrahepatic cholangiocarcinoma	UBERON:0002107	MONDO:0003210
SRR1656644	liver	intrahepatic cholangiocarcinoma	UBERON:0002107	MONDO:0003210
SRR1656645	liver	intrahepatic cholangiocarcinoma	UBERON:0002107	MONDO:0003210
SRR1656646	liver	intrahepatic cholangiocarcinoma	UBERON:0002107	MONDO:0003210
SRR1656647	liver	intrahepatic cholangiocarcinoma	UBERON:0002107	MONDO:0003210
SRR1657540	esophagus		UBERON:0001043	na
SRR1657541	esophagus		UBERON:0001043	na
SRR1657542	esophagus		UBERON:0001043	na
SRR1657543	esophagus		UBERON:0001043	na
SRR1657544	esophagus		UBERON:0001043	na
SRR1657545	esophagus		UBERON:0001043	na
SRR1657546	esophagus	eosinophilic esophagitis	UBERON:0001043	MONDO:0005361
SRR1657547	esophagus	eosinophilic esophagitis	UBERON:0001043	MONDO:0005361
SRR1657548	esophagus	eosinophilic esophagitis	UBERON:0001043	MONDO:0005361
SRR1657549	esophagus	eosinophilic esophagitis	UBERON:0001043	MONDO:0005361
SRR1657550	esophagus	eosinophilic esophagitis	UBERON:0001043	MONDO:0005361
SRR1657551	esophagus	eosinophilic esophagitis	UBERON:0001043	MONDO:0005361
SRR1657552	esophagus	eosinophilic esophagitis	UBERON:0001043	MONDO:0005361
SRR1657553	esophagus	eosinophilic esophagitis	UBERON:0001043	MONDO:0005361
SRR1657554	esophagus	eosinophilic esophagitis	UBERON:0001043	MONDO:0005361
SRR1657555	esophagus	eosinophilic esophagitis	UBERON:0001043	MONDO:0005361
SRR1658409	thyroid gland	thyroid gland papillary carcinoma	UBERON:0002046	MONDO:0005075
SRR1658410	thyroid gland	thyroid gland papillary carcinoma	UBERON:0002046	MONDO:0005075
SRR1658411	thyroid gland	thyroid gland papillary carcinoma	UBERON:0002046	MONDO:0005075
SRR1658412	thyroid gland	thyroid gland papillary carcinoma	UBERON:0002046	MONDO:0005075
SRR1658413	thyroid gland	thyroid gland papillary carcinoma	UBERON:0002046	MONDO:0005075
SRR1658414	thyroid gland	thyroid gland papillary carcinoma	UBERON:0002046	MONDO:0005075
SRR1658415	thyroid gland	thyroid gland papillary carcinoma	UBERON:0002046	MONDO:0005075
SRR1658416	thyroid gland	thyroid gland papillary carcinoma	UBERON:0002046	MONDO:0005075
SRR1658417	thyroid gland		UBERON:0002046	na
SRR1658418	thyroid gland		UBERON:0002046	na
SRR1658419	thyroid gland		UBERON:0002046	na
SRR1658420	thyroid gland		UBERON:0002046	na
SRR1658421	thyroid gland		UBERON:0002046	na
SRR1658422	thyroid gland		UBERON:0002046	na
SRR1658423	thyroid gland		UBERON:0002046	na
SRR1658424	thyroid gland		UBERON:0002046	na
SRR1658437	Brodmann (1909) area 9		UBERON:0013540	na
SRR1658438	Brodmann (1909) area 40		UBERON:0013573	na
SRR1658439	brain		UBERON:0000955	na
SRR1661716	thymus		UBERON:0002370	na
SRR1661736	thymus		UBERON:0002370	na
SRR1661766	thymus		UBERON:0002370	na
SRR1661796	thymus		UBERON:0002370	na
SRR1663121	brain	fetal	UBERON:0000955	na
SRR1663122	brain	fetal	UBERON:0000955	na
SRR1663123	heart	fetal	UBERON:0000948	na
SRR1663124	heart	fetal	UBERON:0000948	na
SRR1663125	liver	fetal	UBERON:0002107	na
SRR1663126	liver	fetal	UBERON:0002107	na
SRR1663209	blood	acute myeloid leukemia	UBERON:0000178	MONDO:0018874
SRR1663211	blood	acute myeloid leukemia	UBERON:0000178	MONDO:0018874
SRR1663213	blood	acute myeloid leukemia	UBERON:0000178	MONDO:0018874
SRR1663214	blood	acute myeloid leukemia	UBERON:0000178	MONDO:0018874
SRR1663216	blood	acute myeloid leukemia	UBERON:0000178	MONDO:0018874
SRR1663217	blood	acute myeloid leukemia	UBERON:0000178	MONDO:0018874
SRR1663219	blood	acute myeloid leukemia	UBERON:0000178	MONDO:0018874
SRR1663221	blood	acute myeloid leukemia	UBERON:0000178	MONDO:0018874
SRR1663222	blood	acute myeloid leukemia	UBERON:0000178	MONDO:0018874
SRR1663223	blood	acute myeloid leukemia	UBERON:0000178	MONDO:0018874
SRR1663224	blood	acute myeloid leukemia	UBERON:0000178	MONDO:0018874
SRR1663225	blood	acute myeloid leukemia	UBERON:0000178	MONDO:0018874
SRR1663227	blood	acute myeloid leukemia	UBERON:0000178	MONDO:0018874
SRR1663229	blood	acute myeloid leukemia	UBERON:0000178	MONDO:0018874
SRR1663230	blood	acute myeloid leukemia	UBERON:0000178	MONDO:0018874
SRR1663231	blood	acute myeloid leukemia	UBERON:0000178	MONDO:0018874
SRR1663233	blood	acute myeloid leukemia	UBERON:0000178	MONDO:0018874
SRR1663234	blood	acute myeloid leukemia	UBERON:0000178	MONDO:0018874
SRR1663235	blood	acute myeloid leukemia	UBERON:0000178	MONDO:0018874
SRR1663236	blood	acute myeloid leukemia	UBERON:0000178	MONDO:0018874
SRR1663237	blood	acute myeloid leukemia	UBERON:0000178	MONDO:0018874
SRR1663238	blood	acute myeloid leukemia	UBERON:0000178	MONDO:0018874
SRR1663239	blood	acute myeloid leukemia	UBERON:0000178	MONDO:0018874
SRR1663240	blood	acute myeloid leukemia	UBERON:0000178	MONDO:0018874
SRR1663241	blood	acute myeloid leukemia	UBERON:0000178	MONDO:0018874
SRR1663242	blood	acute myeloid leukemia	UBERON:0000178	MONDO:0018874
SRR1663243	blood	acute myeloid leukemia	UBERON:0000178	MONDO:0018874
SRR1663244	blood	acute myeloid leukemia	UBERON:0000178	MONDO:0018874
SRR1663245	blood	acute myeloid leukemia	UBERON:0000178	MONDO:0018874
SRR1663246	blood	acute myeloid leukemia	UBERON:0000178	MONDO:0018874
SRR1663247	blood	acute myeloid leukemia	UBERON:0000178	MONDO:0018874
SRR1663248	blood	acute myeloid leukemia	UBERON:0000178	MONDO:0018874
SRR1663249	blood	acute myeloid leukemia	UBERON:0000178	MONDO:0018874
SRR1663250	blood	acute myeloid leukemia	UBERON:0000178	MONDO:0018874
SRR1663251	blood	acute myeloid leukemia	UBERON:0000178	MONDO:0018874
SRR1663252	blood	acute myeloid leukemia	UBERON:0000178	MONDO:0018874
SRR1663253	blood	acute myeloid leukemia	UBERON:0000178	MONDO:0018874
SRR1663254	blood	acute myeloid leukemia	UBERON:0000178	MONDO:0018874
SRR1663255	blood	acute myeloid leukemia	UBERON:0000178	MONDO:0018874
SRR1663256	blood	acute myeloid leukemia	UBERON:0000178	MONDO:0018874
SRR1663257	blood	acute myeloid leukemia	UBERON:0000178	MONDO:0018874
SRR1663258	blood	acute myeloid leukemia	UBERON:0000178	MONDO:0018874
SRR1663259	blood	acute myeloid leukemia	UBERON:0000178	MONDO:0018874
SRR1663260	blood	acute myeloid leukemia	UBERON:0000178	MONDO:0018874
SRR1663261	blood	acute myeloid leukemia	UBERON:0000178	MONDO:0018874
SRR1663262	blood	acute myeloid leukemia	UBERON:0000178	MONDO:0018874
SRR1663263	blood	acute myeloid leukemia	UBERON:0000178	MONDO:0018874
SRR1663264	blood	acute myeloid leukemia	UBERON:0000178	MONDO:0018874
SRR1663265	blood	acute myeloid leukemia	UBERON:0000178	MONDO:0018874
SRR1663266	blood	acute myeloid leukemia	UBERON:0000178	MONDO:0018874
SRR1663267	blood	acute myeloid leukemia	UBERON:0000178	MONDO:0018874
SRR1663268	blood	acute myeloid leukemia	UBERON:0000178	MONDO:0018874
SRR1663269	blood	acute myeloid leukemia	UBERON:0000178	MONDO:0018874
SRR1663270	blood	acute myeloid leukemia	UBERON:0000178	MONDO:0018874
SRR1663271	blood	acute myeloid leukemia	UBERON:0000178	MONDO:0018874
SRR1663272	blood	acute myeloid leukemia	UBERON:0000178	MONDO:0018874
SRR1663273	blood	acute myeloid leukemia	UBERON:0000178	MONDO:0018874
SRR1663274	blood	acute myeloid leukemia	UBERON:0000178	MONDO:0018874
SRR1663275	blood	acute myeloid leukemia	UBERON:0000178	MONDO:0018874
SRR1663276	blood	acute myeloid leukemia	UBERON:0000178	MONDO:0018874
SRR1663278	blood	acute myeloid leukemia	UBERON:0000178	MONDO:0018874
SRR1663279	blood	acute myeloid leukemia	UBERON:0000178	MONDO:0018874
SRR1663280	blood	acute myeloid leukemia	UBERON:0000178	MONDO:0018874
SRR1663281	blood	acute myeloid leukemia	UBERON:0000178	MONDO:0018874
SRR1663283	blood	acute myeloid leukemia	UBERON:0000178	MONDO:0018874
SRR1663285	blood	acute myeloid leukemia	UBERON:0000178	MONDO:0018874
SRR1663286	blood	acute myeloid leukemia	UBERON:0000178	MONDO:0018874
SRR1663287	blood	acute myeloid leukemia	UBERON:0000178	MONDO:0018874
SRR1663288	blood	acute myeloid leukemia	UBERON:0000178	MONDO:0018874
SRR1663289	blood	acute myeloid leukemia	UBERON:0000178	MONDO:0018874
SRR1663291	blood	acute myeloid leukemia	UBERON:0000178	MONDO:0018874
SRR1691633	bone marrow	myelodysplastic syndrome	UBERON:0002371	MONDO:0018881
SRR1691634	bone marrow	myelodysplastic syndrome	UBERON:0002371	MONDO:0018881
SRR1691635	bone marrow	myelodysplastic syndrome	UBERON:0002371	MONDO:0018881
SRR1691636	bone marrow	myelodysplastic syndrome	UBERON:0002371	MONDO:0018881
SRR1691637	bone marrow	myelodysplastic syndrome	UBERON:0002371	MONDO:0018881
SRR1691638	bone marrow	myelodysplastic syndrome	UBERON:0002371	MONDO:0018881
SRR1691639	bone marrow	myelodysplastic syndrome	UBERON:0002371	MONDO:0018881
SRR1691640	bone marrow	myelodysplastic syndrome	UBERON:0002371	MONDO:0018881
SRR1691641	bone marrow	myelodysplastic syndrome	UBERON:0002371	MONDO:0018881
SRR1691642	bone marrow	myelodysplastic syndrome	UBERON:0002371	MONDO:0018881
SRR1691643	bone marrow	myelodysplastic syndrome	UBERON:0002371	MONDO:0018881
SRR1691644	bone marrow	myelodysplastic syndrome	UBERON:0002371	MONDO:0018881
SRR1691645	bone marrow		UBERON:0002371	na
SRR1691646	bone marrow		UBERON:0002371	na
SRR1691647	bone marrow		UBERON:0002371	na
SRR1691648	bone marrow		UBERON:0002371	na
SRR1693449	liver	adjacent normal tissue of hepatocellular carcinoma	UBERON:0002107	na
SRR1693450	liver	hepatocellular carcinoma	UBERON:0002107	MONDO:0007257
SRR1693451	liver	adjacent normal tissue of hepatocellular carcinoma	UBERON:0002107	na
SRR1693452	liver	hepatocellular carcinoma	UBERON:0002107	MONDO:0007257
SRR1693453	liver	adjacent normal tissue of hepatocellular carcinoma	UBERON:0002107	na
SRR1693454	liver	hepatocellular carcinoma	UBERON:0002107	MONDO:0007257
SRR1693455	liver	adjacent normal tissue of hepatocellular carcinoma	UBERON:0002107	na
SRR1693456	liver	hepatocellular carcinoma	UBERON:0002107	MONDO:0007257
SRR1693457	liver	adjacent normal tissue of hepatocellular carcinoma	UBERON:0002107	na
SRR1693458	liver	hepatocellular carcinoma	UBERON:0002107	MONDO:0007257
SRR1693459	liver	adjacent normal tissue of hepatocellular carcinoma	UBERON:0002107	na
SRR1693460	liver	hepatocellular carcinoma	UBERON:0002107	MONDO:0007257
SRR1693461	liver	adjacent normal tissue of hepatocellular carcinoma	UBERON:0002107	na
SRR1693462	liver	hepatocellular carcinoma	UBERON:0002107	MONDO:0007257
SRR1693463	liver	adjacent normal tissue of hepatocellular carcinoma	UBERON:0002107	na
SRR1693464	liver	hepatocellular carcinoma	UBERON:0002107	MONDO:0007257
SRR1693465	liver	adjacent normal tissue of hepatocellular carcinoma	UBERON:0002107	na
SRR1693466	liver	hepatocellular carcinoma	UBERON:0002107	MONDO:0007257
SRR1693467	liver	adjacent normal tissue of hepatocellular carcinoma	UBERON:0002107	na
SRR1693468	liver	hepatocellular carcinoma	UBERON:0002107	MONDO:0007257
SRR1693469	liver	adjacent normal tissue of hepatocellular carcinoma	UBERON:0002107	na
SRR1693470	liver	hepatocellular carcinoma	UBERON:0002107	MONDO:0007257
SRR1693471	liver	adjacent normal tissue of hepatocellular carcinoma	UBERON:0002107	na
SRR1693472	liver	hepatocellular carcinoma	UBERON:0002107	MONDO:0007257
SRR1698134	skin of body		UBERON:0002097	na
SRR1698135	skin of body		UBERON:0002097	na
SRR1698136	skin of body		UBERON:0002097	na
SRR1698137	skin of body		UBERON:0002097	na
SRR1698138	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1698139	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1698140	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1698141	skin of body		UBERON:0002097	na
SRR1698142	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1698143	skin of body	adjacent normal tissue of psoriasis	UBERON:0002097	na
SRR1698144	skin of body	adjacent normal tissue of psoriasis	UBERON:0002097	na
SRR1698145	skin of body	adjacent normal tissue of psoriasis	UBERON:0002097	na
SRR1698146	skin of body	adjacent normal tissue of psoriasis	UBERON:0002097	na
SRR1698147	skin of body		UBERON:0002097	na
SRR1698148	skin of body	adjacent normal tissue of psoriasis	UBERON:0002097	na
SRR1698149	skin of body	adjacent normal tissue of psoriasis	UBERON:0002097	na
SRR1698150	skin of body	adjacent normal tissue of psoriasis	UBERON:0002097	na
SRR1698151	skin of body	adjacent normal tissue of psoriasis	UBERON:0002097	na
SRR1698152	skin of body	adjacent normal tissue of psoriasis	UBERON:0002097	na
SRR1698153	skin of body	adjacent normal tissue of psoriasis	UBERON:0002097	na
SRR1698154	skin of body	adjacent normal tissue of psoriasis	UBERON:0002097	na
SRR1698155	skin of body	adjacent normal tissue of psoriasis	UBERON:0002097	na
SRR1698156	skin of body	adjacent normal tissue of psoriasis	UBERON:0002097	na
SRR1698157	skin of body	adjacent normal tissue of psoriasis	UBERON:0002097	na
SRR1698158	skin of body	adjacent normal tissue of psoriasis	UBERON:0002097	na
SRR1698159	skin of body	adjacent normal tissue of psoriasis	UBERON:0002097	na
SRR1698160	skin of body	adjacent normal tissue of psoriasis	UBERON:0002097	na
SRR1698161	skin of body	adjacent normal tissue of psoriasis	UBERON:0002097	na
SRR1698162	skin of body	adjacent normal tissue of psoriasis	UBERON:0002097	na
SRR1698163	skin of body	adjacent normal tissue of psoriasis	UBERON:0002097	na
SRR1698164	skin of body	adjacent normal tissue of psoriasis	UBERON:0002097	na
SRR1698165	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1698166	skin of body	adjacent normal tissue of psoriasis	UBERON:0002097	na
SRR1698167	skin of body	adjacent normal tissue of psoriasis	UBERON:0002097	na
SRR1698168	skin of body	adjacent normal tissue of psoriasis	UBERON:0002097	na
SRR1698169	skin of body	adjacent normal tissue of psoriasis	UBERON:0002097	na
SRR1698170	skin of body	adjacent normal tissue of psoriasis	UBERON:0002097	na
SRR1698171	skin of body	adjacent normal tissue of psoriasis	UBERON:0002097	na
SRR1698172	skin of body		UBERON:0002097	na
SRR1698174	skin of body		UBERON:0002097	na
SRR1698175	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1698177	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1721279	adrenal gland	fetal	UBERON:0002369	na
SRR1721280	adrenal gland	fetal	UBERON:0002369	na
SRR1721281	adrenal gland	fetal	UBERON:0002369	na
SRR1721282	adrenal gland	fetal	UBERON:0002369	na
SRR1721283	adrenal gland	fetal	UBERON:0002369	na
